ticker,distance_pct,ma_rising
UNIT,3.8564908278231234,True
HTH,3.8620162178877973,True
GOLD,3.87009207350687,True
WOLF,3.8721611574632395,True
GASS,3.8791469746346743,True
TNYA,3.8910678086110826,True
PBA,3.9008384979948922,True
TRMD,3.905102858219462,True
KMI,3.9240101375906375,True
ETV,3.927689799612523,True
PRVA,3.93392749341569,True
MYRG,3.971901162250729,True
RRC,3.9735128489193507,True
FLNG,3.973748586148678,True
EQIX,3.977966535700369,True
FIBK,3.987140637251784,True
NPB,4.013013170838475,True
DVN,4.013937167848274,True
EXR,4.01744999808598,True
TRGP,4.0427059281973925,True
LNG,4.053151235851507,True
TEI,4.055090299020601,True
FLS,4.058201328394311,True
HP,4.073154524109133,True
SWAG,4.089222217770491,True
CTRE,4.090037144499621,True
MGLD,4.093212675177262,True
IPWR,4.099492508320311,True
NMS,4.103350228013102,True
SKYQ,4.109589667453568,True
NEXT,4.114491800098862,True
MLPB,4.119810291965218,True
GLAS,4.13953884631216,True
CHNR,4.140205530137393,True
KGEI,4.146777007582859,True
NBXG,4.147236432032948,True
H,4.162153318355182,True
DBD,4.192584618098447,True
GOOGL,4.198524495464101,True
DLX,4.200713998622203,True
WRB,4.21922763129631,True
FMX,4.219501939785458,True
JBSS,4.222719647090876,True
ECL,4.223473221931384,True
AIRG,4.234129529401109,True
CAMT,4.245807321536408,True
ODFL,4.253467545230661,True
DJCO,4.256300757108014,True
CPK,4.263229747945778,True
AVB,4.263375957609243,True
AUNA,4.272837261397538,True
FSBW,4.282546211804686,True
TRS,4.287433735671625,True
UAA,4.296974750176593,True
WILC,4.310801575995276,True
EQR,4.3111763048456275,True
NNN,4.314518410594034,True
CNP,4.322874368555809,True
IPM,4.323309287871117,True
SYNA,4.3250186875355725,True
BWMX,4.353302893465987,True
POR,4.355513710390408,True
NGS,4.367752655082007,True
GOOG,4.381645964663792,True
GCV,4.382583550382547,True
HLX,4.3856509049627785,True
FHN,4.388467513542777,True
ATO,4.394979057462551,True
BNL,4.415068219852048,True
GLPI,4.426466726491647,True
BALL,4.446737917984218,True
AGIO,4.448305465918458,True
USAR,4.459070601905505,True
SM,4.467351588853508,True
BCH,4.48162363164454,True
ETW,4.488826470983922,True
ESE,4.498222786059817,True
EGBN,4.509506835533146,True
ABCB,4.515133663874389,True
FTH,4.5166242095105105,True
UBCP,4.528487046748542,True
INDB,4.531839396920848,True
SYY,4.532771803001818,True
LPTH,4.549702892978599,True
HYNE,4.561956835016416,True
ENB,4.581741766430995,True
XPRO,4.594505854901591,True
UA,4.611263058815148,True
NXPI,4.612773184395022,True
SKM,4.630916938967064,True
ESP,4.633267408159729,True
TRNO,4.634179357416198,True
OPTX,4.641437337139595,True
JRS,4.649730546695202,True
MDLZ,4.6593270112933265,True
MCHP,4.659357512475998,True
SMP,4.661310019882543,True
NCV,4.663861428399321,True
POWI,4.677163620963312,True
BATRA,4.682582867722572,True
NCSM,4.686496841775047,True
GPRE,4.711317585402326,True
COLB,4.716253518791207,True
POWW,4.719770489256017,True
NFG,4.7251001302571325,True
AXSM,4.734829108437873,True
DRI,4.736734563116799,True
FORM,4.737998338346331,True
WDFC,4.773284318187149,True
ISTR,4.781267923015884,True
HCSG,4.782702640382053,True
CALM,4.80629332650105,True
CII,4.816984686257137,True
LSE,4.8242558388899415,True
ESTA,4.826077122901193,True
FUSB,4.828462769942095,True
SHEN,4.847062481837267,True
BELFA,4.862295561161519,True
AMUB,4.876735622005361,True
MNSB,4.87988957919018,True
KEY,4.8802599607906405,True
FRME,4.882534460051123,True
LGN,4.88557253248356,True
STRL,4.892652511155295,True
RGR,4.894924300891474,True
FRPH,4.901010498129734,True
SOBO,4.915905789774582,True
KVHI,4.92165937381086,True
FDX,4.926365404966393,True
KYIV,4.932946883118088,True
RDN,4.949386349251221,True
PR,4.949736939356202,True
DTM,4.956106578986531,True
DVA,4.965645826955402,True
PAGP,4.974328446454859,True
AEF,4.980282787078058,True
FTV,5.0007640623578835,True
CVI,5.001178304643682,True
YOU,5.017098731769308,True
AKA,5.056205984122169,True
QQQX,5.057160725737093,True
ARTNA,5.057893756606992,True
NPK,5.062932731710561,True
ALOY,5.066366157587906,True
CMS,5.068028938431765,True
AOD,5.069486659206387,True
CUBE,5.076475842440075,True
OSK,5.076980095991842,True
CCEC,5.087616627420884,True
PB,5.0953555223417935,True
UG,5.103805476069132,True
WRBY,5.109834285949865,True
CHRD,5.126541000958224,True
WSC,5.1375187727950955,True
COLM,5.1660466320766645,True
IGA,5.166429799570451,True
HY,5.169138318639666,True
AR,5.16998286028214,True
ADV,5.176524619684525,True
PPG,5.187321088868031,True
LRMR,5.18774132345516,True
BCBP,5.212767260168524,True
COKE,5.231497107950177,True
PLX,5.233140632782159,True
IR,5.242991456214896,True
TAC,5.2615509055836736,True
RDWR,5.263154907590996,True
EEA,5.271377232161654,True
BRUN,5.272468006112137,True
EDD,5.2755121359365695,True
GOLF,5.278120291954272,True
TFC,5.278325734343665,True
ACFN,5.2845454556984555,True
CBUS,5.28519406464496,True
SBRA,5.287743694647476,True
BF-B,5.2955457453019195,True
NHI,5.328664045206099,True
RIO,5.341394173681739,True
AAP,5.343732603543397,True
RAVE,5.345563987828625,True
RIOT,5.346020785471518,True
OUT,5.356134772236685,True
WEC,5.372734872357983,True
BBT,5.390490445646397,True
BF-A,5.412069913570708,True
XPER,5.413384696642966,True
